,apmc,commodity,year,month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,monthnum,type,msprice,msp_filter,apmc_comd
20057,Purna,safflower,2016,May,9,2396.0,2396.0,2396.0,2016-05,Parbhani,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Purna
16002,Purna,safflower,2015,August,1,2300.0,2300.0,2300.0,2015-08,Parbhani,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Purna
15883,Rahuri-Vambori,safflower,2015,February,1,2500.0,2500.0,2500.0,2015-02,Ahmadnagar,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Rahuri-Vambori
20090,Rahuri-Vambori,safflower,2014,September,1,2199.0,2199.0,2199.0,2014-09,Ahmadnagar,Maharashtra,9,Rabi Crops,3050.0,1,safflower_Rahuri-Vambori
16008,Sailu,safflower,2015,March,3,2721.0,2721.0,2721.0,2015-03,Parbhani,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Sailu
15927,Shegaon,safflower,2015,March,2,2650.0,2650.0,2650.0,2015-03,Buldhana,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Shegaon
15929,Shegaon,safflower,2015,May,5,2600.0,2600.0,2600.0,2015-05,Buldhana,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Shegaon
19962,Shegaon,safflower,2016,May,5,1765.0,1765.0,1765.0,2016-05,Buldhana,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Shegaon
15926,Shegaon,safflower,2015,June,6,2200.0,2200.0,2200.0,2015-06,Buldhana,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Shegaon
19960,Shegaon,safflower,2016,June,10,1870.0,1870.0,1870.0,2016-06,Buldhana,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Shegaon
20061,Shirur,safflower,2016,April,2,2900.0,2900.0,2900.0,2016-04,Pune,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Shirur
16016,Shirur,safflower,2015,September,1,2500.0,2500.0,2500.0,2015-09,Pune,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Shirur
15884,Shrirampur,safflower,2015,March,2,2601.0,2601.0,2601.0,2015-03,Ahmadnagar,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Shrirampur
15882,Shrirampur,safflower,2015,April,1,2401.0,2401.0,2401.0,2015-04,Ahmadnagar,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Shrirampur
19921,Shrirampur,safflower,2016,May,3,2330.0,2450.0,2400.0,2016-05,Ahmadnagar,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Shrirampur
19920,Shrirampur,safflower,2016,June,1,2400.0,2400.0,2400.0,2016-06,Ahmadnagar,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Shrirampur
19922,Shrirampur,safflower,2016,September,1,2500.0,2500.0,2500.0,2016-09,Ahmadnagar,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Shrirampur
19929,Sillod,safflower,2016,April,5,3000.0,3200.0,3100.0,2016-04,Aurangabad,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Sillod
19940,Sillod,safflower,2016,May,20,2000.0,2400.0,2300.0,2016-05,Aurangabad,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Sillod
15899,Sillod,safflower,2015,July,2,1900.0,2100.0,2000.0,2015-07,Aurangabad,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Sillod
19943,Sillod,safflower,2016,September,12,2650.0,2900.0,2800.0,2016-09,Aurangabad,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Sillod
15906,Sillod,safflower,2015,October,4,2000.0,2200.0,2100.0,2015-10,Aurangabad,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Sillod
19937,Sillod-Bharadi,safflower,2016,June,3,2421.0,2421.0,2421.0,2016-06,Aurangabad,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Sillod-Bharadi
19934,Sillod-Bharadi,safflower,2016,July,2,2301.0,2301.0,2301.0,2016-07,Aurangabad,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Sillod-Bharadi
15897,Sillod-Bharadi,safflower,2015,August,4,2171.0,2171.0,2171.0,2015-08,Aurangabad,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Sillod-Bharadi
19931,Sillod-Bharadi,safflower,2016,August,1,2375.0,2375.0,2375.0,2016-08,Aurangabad,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Sillod-Bharadi
20091,Sillod-Bharadi,safflower,2014,November,13,2270.0,2428.0,2352.0,2014-11,Aurangabad,Maharashtra,11,Rabi Crops,3050.0,1,safflower_Sillod-Bharadi
20019,Sinner,safflower,2016,February,2,3200.0,3200.0,3200.0,2016-02,Nasik,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Sinner
20020,Sinner,safflower,2016,May,1,2700.0,2700.0,2700.0,2016-05,Nasik,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Sinner
20110,Sinner,safflower,2014,November,1,3301.0,3301.0,3301.0,2014-11,Nasik,Maharashtra,11,Rabi Crops,3050.0,1,safflower_Sinner
20048,Sonpeth,safflower,2016,February,62,2544.0,2608.0,2587.0,2016-02,Parbhani,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Sonpeth
20054,Sonpeth,safflower,2016,March,82,2611.0,2712.0,2662.0,2016-03,Parbhani,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Sonpeth
20044,Sonpeth,safflower,2016,April,29,2650.0,2697.0,2670.0,2016-04,Parbhani,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Sonpeth
20058,Sonpeth,safflower,2016,May,13,2764.0,2773.0,2768.0,2016-05,Parbhani,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Sonpeth
20050,Sonpeth,safflower,2016,June,8,2692.0,2695.0,2693.0,2016-06,Parbhani,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Sonpeth
20045,Sonpeth,safflower,2016,August,3,2576.0,2576.0,2576.0,2016-08,Parbhani,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Sonpeth
20128,Sonpeth,safflower,2014,September,2,2350.0,2350.0,2350.0,2014-09,Parbhani,Maharashtra,9,Rabi Crops,3050.0,1,safflower_Sonpeth
20060,Sonpeth,safflower,2016,October,10,4082.0,4082.0,4082.0,2016-10,Parbhani,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Sonpeth
20126,Sonpeth,safflower,2014,October,6,2500.0,2617.0,2567.0,2014-10,Parbhani,Maharashtra,10,Rabi Crops,3050.0,1,safflower_Sonpeth
20123,Sonpeth,safflower,2014,November,1,2300.0,2300.0,2300.0,2014-11,Parbhani,Maharashtra,11,Rabi Crops,3050.0,1,safflower_Sonpeth
15990,Tuljapur,safflower,2015,March,2,2759.0,2759.0,2759.0,2015-03,Osmanabad,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Tuljapur
19993,Udgir,safflower,2016,January,3,2500.0,2600.0,2600.0,2016-01,Latur,Maharashtra,1,Rabi Crops,3300.0,1,safflower_Udgir
19989,Udgir,safflower,2016,February,52,2705.0,2735.0,2735.0,2016-02,Latur,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Udgir
20006,Udgir,safflower,2016,March,117,2634.0,2681.0,2680.0,2016-03,Latur,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Udgir
19980,Udgir,safflower,2016,April,194,4315.0,4422.0,4422.0,2016-04,Latur,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Udgir
20010,Udgir,safflower,2016,May,45,2771.0,2831.0,2831.0,2016-05,Latur,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Udgir
15967,Udgir,safflower,2015,November,4,2500.0,2600.0,2600.0,2015-11,Latur,Maharashtra,11,Rabi Crops,3300.0,1,safflower_Udgir
15984,Umarga,safflower,2015,January,14,2433.0,2447.0,2440.0,2015-01,Osmanabad,Maharashtra,1,Rabi Crops,3300.0,1,safflower_Umarga
20032,Umarga,safflower,2016,January,13,2550.0,2593.0,2550.0,2016-01,Osmanabad,Maharashtra,1,Rabi Crops,3300.0,1,safflower_Umarga
15982,Umarga,safflower,2015,February,13,2428.0,2653.0,2625.0,2015-02,Osmanabad,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Umarga
20028,Umarga,safflower,2016,February,11,2423.0,2530.0,2423.0,2016-02,Osmanabad,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Umarga
15991,Umarga,safflower,2015,March,74,2521.0,2665.0,2620.0,2015-03,Osmanabad,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Umarga
20037,Umarga,safflower,2016,March,18,2447.0,2513.0,2479.0,2016-03,Osmanabad,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Umarga
15976,Umarga,safflower,2015,April,42,2658.0,2774.0,2707.0,2015-04,Osmanabad,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Umarga
20023,Umarga,safflower,2016,April,6,2673.0,2673.0,2673.0,2016-04,Osmanabad,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Umarga
15993,Umarga,safflower,2015,May,55,2423.0,2573.0,2487.0,2015-05,Osmanabad,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Umarga
15988,Umarga,safflower,2015,June,53,2400.0,2505.0,2444.0,2015-06,Osmanabad,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Umarga
20035,Umarga,safflower,2016,June,2,2550.0,2550.0,2550.0,2016-06,Osmanabad,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Umarga
15986,Umarga,safflower,2015,July,1,2300.0,2300.0,2300.0,2015-07,Osmanabad,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Umarga
20025,Umarga,safflower,2016,August,3,2600.0,2600.0,2600.0,2016-08,Osmanabad,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Umarga
15999,Umarga,safflower,2015,September,4,2524.0,2584.0,2524.0,2015-09,Osmanabad,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Umarga
20041,Umarga,safflower,2016,September,6,2800.0,2800.0,2800.0,2016-09,Osmanabad,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Umarga
20119,Umarga,safflower,2014,September,37,2369.0,2514.0,2461.0,2014-09,Osmanabad,Maharashtra,9,Rabi Crops,3050.0,1,safflower_Umarga
15997,Umarga,safflower,2015,October,6,2601.0,2601.0,2601.0,2015-10,Osmanabad,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Umarga
20117,Umarga,safflower,2014,October,8,2384.0,2451.0,2417.0,2014-10,Osmanabad,Maharashtra,10,Rabi Crops,3050.0,1,safflower_Umarga
15995,Umarga,safflower,2015,November,2,2606.0,2606.0,2606.0,2015-11,Osmanabad,Maharashtra,11,Rabi Crops,3300.0,1,safflower_Umarga
20114,Umarga,safflower,2014,November,2,2400.0,2480.0,2400.0,2014-11,Osmanabad,Maharashtra,11,Rabi Crops,3050.0,1,safflower_Umarga
15980,Umarga,safflower,2015,December,2,2600.0,2641.0,2600.0,2015-12,Osmanabad,Maharashtra,12,Rabi Crops,3300.0,1,safflower_Umarga
20112,Umarga,safflower,2014,December,3,2325.0,2325.0,2325.0,2014-12,Osmanabad,Maharashtra,12,Rabi Crops,3050.0,1,safflower_Umarga
19933,Vaijapur,safflower,2016,January,1,3000.0,3000.0,3000.0,2016-01,Aurangabad,Maharashtra,1,Rabi Crops,3300.0,1,safflower_Vaijapur
19932,Vaijapur,safflower,2016,February,5,2470.0,2470.0,2470.0,2016-02,Aurangabad,Maharashtra,2,Rabi Crops,3300.0,1,safflower_Vaijapur
19939,Vaijapur,safflower,2016,March,12,2497.0,2497.0,2497.0,2016-03,Aurangabad,Maharashtra,3,Rabi Crops,3300.0,1,safflower_Vaijapur
19930,Vaijapur,safflower,2016,April,3,2850.0,2850.0,2850.0,2016-04,Aurangabad,Maharashtra,4,Rabi Crops,3300.0,1,safflower_Vaijapur
15904,Vaijapur,safflower,2015,May,6,2650.0,2650.0,2650.0,2015-05,Aurangabad,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Vaijapur
19941,Vaijapur,safflower,2016,May,14,2814.0,2871.0,2871.0,2016-05,Aurangabad,Maharashtra,5,Rabi Crops,3300.0,1,safflower_Vaijapur
15902,Vaijapur,safflower,2015,June,3,2564.0,2564.0,2564.0,2015-06,Aurangabad,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Vaijapur
19938,Vaijapur,safflower,2016,June,3,2884.0,2884.0,2884.0,2016-06,Aurangabad,Maharashtra,6,Rabi Crops,3300.0,1,safflower_Vaijapur
15900,Vaijapur,safflower,2015,July,1,2600.0,2600.0,2600.0,2015-07,Aurangabad,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Vaijapur
19935,Vaijapur,safflower,2016,July,2,2800.0,2800.0,2800.0,2016-07,Aurangabad,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Vaijapur
19944,Vaijapur,safflower,2016,September,2,2400.0,2450.0,2450.0,2016-09,Aurangabad,Maharashtra,9,Rabi Crops,3300.0,1,safflower_Vaijapur
15907,Vaijapur,safflower,2015,October,2,2763.0,2763.0,2763.0,2015-10,Aurangabad,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Vaijapur
19942,Vaijapur,safflower,2016,October,4,2308.0,2445.0,2445.0,2016-10,Aurangabad,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Vaijapur
20092,Vaijapur,safflower,2014,October,1,2500.0,2500.0,2500.0,2014-10,Aurangabad,Maharashtra,10,Rabi Crops,3050.0,1,safflower_Vaijapur
15905,Vaijapur,safflower,2015,November,1,1000.0,1000.0,1000.0,2015-11,Aurangabad,Maharashtra,11,Rabi Crops,3300.0,1,safflower_Vaijapur
20085,Vaijapur,safflower,2016,November,3,2600.0,2600.0,2600.0,2016-11,Aurangabad,Maharashtra,11,Rabi Crops,3300.0,1,safflower_Vaijapur
16024,Washim,safflower,2015,July,3,2500.0,2600.0,2550.0,2015-07,Wasim,Maharashtra,7,Rabi Crops,3300.0,1,safflower_Washim
16022,Washim,safflower,2015,August,6,2000.0,2000.0,2000.0,2015-08,Wasim,Maharashtra,8,Rabi Crops,3300.0,1,safflower_Washim
16025,Washim,safflower,2015,October,16,1790.0,1790.0,1790.0,2015-10,Wasim,Maharashtra,10,Rabi Crops,3300.0,1,safflower_Washim
20132,Washim,safflower,2014,October,2,2100.0,2200.0,2150.0,2014-10,Wasim,Maharashtra,10,Rabi Crops,3050.0,1,safflower_Washim
16023,Washim,safflower,2015,December,2,1031.0,1031.0,1031.0,2015-12,Wasim,Maharashtra,12,Rabi Crops,3300.0,1,safflower_Washim
20131,Washim,safflower,2014,December,2,2900.0,3000.0,2950.0,2014-12,Wasim,Maharashtra,12,Rabi Crops,3050.0,1,safflower_Washim
